행정읍/면/동,법정읍/면/동,관리기관,설치일자,자전거노선명,자전거도로구분,위치구분,자전거도로재질,연장,폭원,국비,시비,기타비,경계종류,도로노선명
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,59.7,2.32,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,66.84,2.32,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,35.7,2.33,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,70.34,2.37,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,35.93,2.35,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,69.13,2.34,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,88.93,2.33,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,70.88,2.33,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,88.92,2.34,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,71.77,2.36,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,33.75,2.35,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,33.76,2.34,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,45.88,2.35,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,46.93,2.45,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,27.4,2.45,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,221.2,2.31,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,220.5,2.39,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,107.5,2.33,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,33.35,2.44,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,1.54,2.36,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,107.8,2.29,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대3-01,자전거보행자겸용도로,좌,콘크리트,192.5,2.14,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대3-01,자전거보행자겸용도로,우,콘크리트,192.9,2.49,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,109,2.35,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,108.3,2.11,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,65.16,2.37,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,324.3,2.33,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,324.3,2.19,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,65.92,2.31,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,35.86,2.3,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,35.67,2.36,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,우,투수콘,96.16,1.53,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,좌,투수콘,96.26,1.51,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,우,투수콘,59.41,1.46,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,좌,투수콘,59.78,1.35,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,좌,투수콘,29.25,1.39,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,우,투수콘,29.4,1.49,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,우,투수콘,26.02,1.38,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,좌,투수콘,26.08,1.52,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,좌,투수콘,27.04,1.5,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,좌,투수콘,99.76,1.53,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,우,투수콘,100.5,1.48,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,중1-03,자전거보행자겸용도로,우,투수콘,27.26,1.52,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,37.24,2.31,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,38.14,2.36,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,71.93,2.35,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,71.08,2.3,0,0,0,도색,
둔포면,둔포면 염작리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,149,2.29,0,0,0,도색,
둔포면,둔포면 염작리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,75.2,2.36,0,0,0,도색,
둔포면,둔포면 염작리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,149,2.35,0,0,0,도색,
둔포면,둔포면 염작리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,76.02,2.29,0,0,0,도색,
둔포면,둔포면 염작리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,26.08,2.3,0,0,0,도색,
둔포면,둔포면 염작리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,26.66,2.33,0,0,0,도색,
둔포면,둔포면 운용리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,34.55,2.29,0,0,0,도색,
둔포면,둔포면 운용리,도시계획과,20090101,대1-02,자전거보행자겸용도로,우,콘크리트,33.57,2.34,0,0,0,도색,
둔포면,둔포면 운용리,도시계획과,20090101,대1-02,자전거보행자겸용도로,좌,콘크리트,69.36,2.36,0,0,0,도색,
4420025331,배방읍 장재리,도시계획과,20110101,대1-02,자전거전용도로,좌,투수콘,172.02,2.02,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대1-02,자전거전용도로,좌,투수콘,339.81,1.45,0,0,0,경계석,
온양1동,온천동,도시계획과,20121231,대로3-4,자전거전용도로,좌,투수콘,124.02,1.27,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,104.47,1.48,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,81.53,1.47,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,42.33,1.49,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,256.25,1.43,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,181.81,1.46,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,272.16,1.51,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,374.79,1.93,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,96.69,1.99,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,97.99,1.85,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,63.96,1.47,0,0,0,경계석,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,8.13,2.6,0,0,0,경계석,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,12.41,2.4,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,14.94,1.6,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,7.56,2.5,0,0,0,경계석,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,207.98,1.6,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,13.98,1.8,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,71.48,1.7,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,26.06,2.5,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,19.22,2.4,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,19.19,2.4,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,26.39,2.5,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,26.3,2.4,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,26.27,2.3,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,36.96,2.4,0,0,0,도색,
음봉면,음봉면 동암리,도시계획과,20151231,대로3-4,자전거전용도로,우,투수콘,59.89,3.99,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거보행자겸용도로,우,투수콘,173.11,2.33,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,좌,기타,19.6,2.01,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,중앙,기타,22.14,1.98,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,우,기타,7.54,1.9,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,좌,기타,12.01,2.06,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,우,기타,11.41,2.07,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거보행자겸용도로,좌,투수콘,11.21,2.16,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,좌,기타,5.84,2.04,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,좌,기타,7.2,1.99,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,좌,기타,18.56,1.98,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,중앙,기타,21.44,1.97,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,중앙,기타,21.64,1.97,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,우,기타,17.99,1.96,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20151231,대로3-4,자전거전용도로,우,기타,6.61,2.04,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,중앙,투수콘,61.65,1.51,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,52.54,1.39,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,83.45,1.37,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,91.73,1.26,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,47.52,1.35,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,47.22,1.38,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,44.2,1.45,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,46.1,1.41,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,중앙,투수콘,61.29,1.24,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,61.89,1.53,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,81.64,1.42,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,72.5,1.37,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,180.9,1.4,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,64.24,1.3,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,147.2,1.35,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,47.21,1.54,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,678.96,2,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,127.68,1.99,0,0,0,경계석,
4420025331,배방읍 장재리,도시계획과,20110101,대로3-4,자전거전용도로,좌,투수콘,192.15,2.1,0,0,0,경계석,
음봉면,음봉면 동암리,도시계획과,19000101,지방도로_628,자전거보행자겸용도로,우,콘크리트,189.25,0.99,0,0,0,도색,
